"","X","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"556",587,"Parp8",5.4595327413161e-12,0.836376022015566,0.395,0.261,8.26573257035257e-08,"Untreated","significant","positive","PARP8"
"557",1242,"Itpkb",2.48589483828944e-12,-0.836371562986943,0.183,0.271,3.76364478517021e-08,"NP-","significant","negative","ITPKB"
"558",1267,"Taok2",4.39409466916855e-09,-0.835697311892327,0.21,0.281,6.65265932912118e-05,"NP-","significant","negative","TAOK2"
"559",1286,"Rcsd1",8.95139959736596e-08,-0.834443572140704,0.208,0.268,0.00135524189904121,"NP-","significant","negative","RCSD1"
"560",1668,"Irgm2",2.12651530414434e-07,-0.834340316823802,0.251,0.3,0.00321954417047453,"NP+","significant","negative","IRGM"
"561",481,"Mafb",5.73726511064989e-15,0.833511543550882,0.754,0.7,8.68621937752393e-11,"Untreated","significant","positive","MAFB"
"562",639,"Tesk1",7.79658496341754e-11,0.833462059783618,0.359,0.233,1.18040296346142e-06,"Untreated","significant","positive","TESK1"
"563",583,"Mybbp1a",4.36799077363885e-12,0.831784026195912,0.378,0.241,6.61313803128922e-08,"Untreated","significant","positive","MYBBP1A"
"564",1540,"Anxa4",4.95960629047263e-21,0.829959200821826,0.54,0.442,7.50884392377556e-17,"NP+","significant","positive","ANXA4"
"565",603,"Ripk3",1.21232346107464e-11,-0.829502398570067,0.212,0.371,1.83545772006701e-07,"Untreated","significant","negative","RIPK3"
"566",138,"Gpsm3",3.02795270109864e-36,0.828707570155036,0.841,0.739,4.58432038946333e-32,"Untreated","significant","positive","GPSM3"
"567",737,"Tlr9",4.58405316987619e-09,0.828474270496206,0.265,0.161,6.94025649919255e-05,"Untreated","significant","positive","TLR9"
"568",1169,"Ifi205",4.12033141140168e-37,0.828109187054131,0.537,0.35,6.23818175686215e-33,"NP-","significant","positive","PYHIN1"
"569",490,"Elmsan1",7.70124228497613e-15,0.827301982046373,0.437,0.276,1.16596808194539e-10,"Untreated","significant","positive",NA
"570",216,"Tspo",7.33202736650479e-28,0.826878284233125,0.809,0.666,1.11006894328883e-23,"Untreated","significant","positive","TSPO"
"571",146,"Pde4b",4.14480753772219e-35,-0.826222951619213,0.628,0.82,6.27523861211139e-31,"Untreated","significant","negative","PDE4B"
"572",397,"Arrb2",5.50922079539068e-18,0.826033013379704,0.618,0.473,8.3409602842215e-14,"Untreated","significant","positive","ARRB2"
"573",327,"Tnrc18",7.17431522694074e-21,0.82563936877887,0.609,0.444,1.08619132535883e-16,"Untreated","significant","positive","TNRC18"
"574",1455,"Ccl4",2.87089441760413e-34,0.824713937406458,0.51,0.338,4.34653414825265e-30,"NP+","significant","positive","CCL4L2"
"575",394,"Slc38a2",4.47064915650117e-18,0.823437272955495,0.558,0.38,6.76856282294278e-14,"Untreated","significant","positive","SLC38A2"
"576",706,"Plcl2",1.38340112531055e-09,0.823258872938245,0.346,0.232,2.09446930372017e-05,"Untreated","significant","positive","PLCL2"
"577",141,"M6pr",4.9267797458416e-36,-0.822118369158536,0.548,0.797,7.45914453520419e-32,"Untreated","significant","negative","M6PR"
"578",1337,"Fth1",8.52477966729182e-91,0.822051914310551,0.994,0.886,1.29065164162798e-86,"NP+","significant","positive","FTH1"
"579",724,"Tbc1d14",2.68956637063854e-09,0.822020442490964,0.361,0.245,4.07200348514676e-05,"Untreated","significant","positive","TBC1D14"
"580",602,"Bst1",1.16862061634947e-11,-0.821931706583499,0.208,0.367,1.7692916131531e-07,"Untreated","significant","negative","BST1"
"581",746,"mt-Nd4",6.03349771408261e-09,0.821042171102896,0.28,0.174,9.13471553912107e-05,"Untreated","significant","positive","ND4"
"582",795,"Ddx27",2.43373513672397e-08,0.820874230349445,0.272,0.172,0.000368467499700009,"Untreated","significant","positive","DDX27"
"583",1605,"Dpp4",5.06952190717724e-15,-0.820871492135899,0.165,0.253,7.67525616746635e-11,"NP+","significant","negative","DPP4"
"584",140,"Cst3",4.74305152825133e-36,0.819801852098928,1,0.981,7.18098001377252e-32,"Untreated","significant","positive","CST3"
"585",95,"Tmbim6",6.54599070861875e-44,-0.819530921952738,0.55,0.858,9.91062993284879e-40,"Untreated","significant","negative","TMBIM6"
"586",486,"Nudt3",6.82426048006978e-15,0.818637961185264,0.486,0.332,1.03319303668256e-10,"Untreated","significant","positive","NUDT3"
"587",489,"Dock5",7.46934283518042e-15,-0.817196427411643,0.301,0.484,1.13085850524632e-10,"Untreated","significant","negative","DOCK5"
"588",100,"Srsf5",3.46141500562641e-43,0.817190345353901,0.864,0.767,5.24058231851838e-39,"Untreated","significant","positive","SRSF5"
"589",369,"Nedd9",8.68606762846653e-19,-0.817058645830146,0.382,0.579,1.31507063894983e-14,"Untreated","significant","negative","NEDD9"
"590",1343,"Slc11a1",1.08581804982979e-88,0.816525356968832,0.817,0.558,1.6439285274423e-84,"NP+","significant","positive","SLC11A1"
"591",1407,"Ikbke",1.36343560733161e-48,0.81652112619414,0.532,0.328,2.06424150950005e-44,"NP+","significant","positive","IKBKE"
"592",1546,"Bcl2",2.11466626048781e-20,0.816189440967323,0.253,0.148,3.20160471837855e-16,"NP+","significant","positive","BCL2"
"593",1602,"Egr1",3.56963374217666e-15,-0.815876983088936,0.299,0.391,5.40442548565547e-11,"NP+","significant","negative","EGR1"
"594",612,"Set",1.88412311882486e-11,0.815626255579341,0.357,0.225,2.85256240190084e-07,"Untreated","significant","positive","SETSIP"
"595",412,"Relt",1.71028903504342e-17,0.815483525820626,0.537,0.353,2.58937759905574e-13,"Untreated","significant","positive","RELT"
"596",1389,"Tlr7",3.23370046581014e-58,0.815081250336028,0.61,0.392,4.89582250523655e-54,"NP+","significant","positive","TLR7"
"597",560,"Kmt5c",1.53050283922255e-12,0.814750648207967,0.399,0.257,2.31718129858294e-08,"Untreated","significant","positive","KMT5C"
"598",532,"Etv3",1.79491865982221e-13,0.81469030775224,0.463,0.306,2.71750685097083e-09,"Untreated","significant","positive","ETV3"
"599",203,"Capza2",3.08036896744929e-29,-0.814548719245384,0.435,0.689,4.66367861671822e-25,"Untreated","significant","negative","CAPZA2"
"600",540,"Fundc1",4.5658716757714e-13,0.813793575491535,0.425,0.276,6.91272971711791e-09,"Untreated","significant","positive","FUNDC1"
"601",1199,"Plec",4.06862277670293e-22,-0.81312359805269,0.37,0.493,6.15989488392823e-18,"NP-","significant","negative","PLEC"
"602",539,"Ankrd11",4.31758238003882e-13,0.812908364914858,0.461,0.316,6.53681972337878e-09,"Untreated","significant","positive","ANKRD11"
"603",807,"Ccpg1",3.82275125965019e-08,0.812371661580892,0.316,0.215,0.000578764540711038,"Untreated","significant","positive","CCPG1"
"604",770,"Rbm22",9.91082763494779e-09,-0.81233185128375,0.172,0.297,0.00015004993039311,"Untreated","significant","negative","RBM22"
"605",410,"Dusp2",1.39123738023508e-17,0.811695276953504,0.667,0.496,2.10633339367591e-13,"Untreated","significant","positive","DUSP2"
"606",696,"Adap2",8.99471063435021e-10,-0.811686480428706,0.236,0.37,1.36179919004062e-05,"Untreated","significant","negative","ADAP2"
"607",1212,"Olfm1",2.89068600127115e-17,0.811352918330336,0.325,0.215,4.37649860592453e-13,"NP-","significant","positive","OLFM1"
"608",281,"Arhgap9",2.54600614224218e-23,0.810356311600495,0.739,0.613,3.85465329935466e-19,"Untreated","significant","positive","ARHGAP9"
"609",1179,"Ifi209",3.71156905155104e-29,0.809977943530017,0.433,0.278,5.61931554404828e-25,"NP-","significant","positive","IFI16"
"610",1148,"Gatm",4.9910378051335e-54,0.807535811971177,0.668,0.457,7.55643123697212e-50,"NP-","significant","positive","GATM"
"611",450,"Pqlc1",5.98628948758258e-16,0.807305085368785,0.563,0.41,9.06324228420003e-12,"Untreated","significant","positive",NA
"612",1395,"Cd300ld",3.571392735281e-53,0.807019596140694,0.614,0.413,5.40708860121543e-49,"NP+","significant","positive","CD300LD"
"613",403,"Bcl6",8.9082747562407e-18,0.806760953617987,0.624,0.453,1.34871279809484e-13,"Untreated","significant","positive","BCL6"
"614",311,"Gns",5.1744034981097e-22,-0.805913688935059,0.465,0.673,7.83404689613809e-18,"Untreated","significant","negative","GNS"
"615",1398,"Itgax",9.20612121459294e-53,0.805492316933825,0.581,0.364,1.39380675188937e-48,"NP+","significant","positive","ITGAX"
"616",1614,"H2-T24",2.61301389386617e-14,-0.804965799638388,0.407,0.477,3.95610303531338e-10,"NP+","significant","negative",NA
"617",561,"Tmem88",1.81469697104041e-12,0.804044780049625,0.325,0.189,2.74745121415518e-08,"Untreated","significant","positive","TMEM88"
"618",695,"Nfe2",8.99130301547339e-10,0.803270292075642,0.365,0.243,1.36128327654267e-05,"Untreated","significant","positive","NFE2"
"619",181,"Ahnak",1.2923159869123e-31,0.803221658353818,0.86,0.729,1.95656640418522e-27,"Untreated","significant","positive","AHNAK"
"620",517,"Polr2e",8.24482167258759e-14,0.802138322585722,0.448,0.296,1.24826600122976e-09,"Untreated","significant","positive","POLR2E"
"621",833,"Arid5a",1.07054793169155e-07,0.801468748633365,0.295,0.198,0.001620809568581,"Untreated","significant","positive","ARID5A"
"622",1519,"Atrnl1",1.82200998356372e-23,-0.800846482094199,0.18,0.303,2.75852311511547e-19,"NP+","significant","negative","ATRNL1"
"623",1513,"Dusp16",2.90290521781577e-24,0.800132559668534,0.36,0.235,4.39499849977308e-20,"NP+","significant","positive","DUSP16"
"624",854,"Bcl7c",1.63222420103847e-07,0.799617294479021,0.282,0.187,0.00247118744037224,"Untreated","significant","positive","BCL7C"
"625",1531,"Mllt6",4.9150971656282e-22,0.799375475156242,0.38,0.257,7.44145710876109e-18,"NP+","significant","positive","MLLT6"
"626",582,"Isy1",4.3408454921908e-12,0.799135834424198,0.467,0.332,6.57204007517688e-08,"Untreated","significant","positive","ISY1-RAB43"
"627",576,"Vars",3.06933699268964e-12,0.799007577764036,0.465,0.328,4.64697620693212e-08,"Untreated","significant","positive",NA
"628",189,"Klf2",6.1698579101813e-31,0.798570463120024,0.921,0.809,9.34116487601449e-27,"Untreated","significant","positive","KLF2"
"629",1196,"Thbs1",1.09531371768386e-22,0.797136143420064,0.476,0.345,1.65830496857337e-18,"NP-","significant","positive","THBS1"
"630",465,"Dgkd",1.97573634649771e-15,0.797067922201346,0.537,0.379,2.99126482859753e-11,"Untreated","significant","positive","DGKD"
"631",899,"Tmem43",5.59948042847827e-07,0.796844022916208,0.276,0.187,0.0084776133687161,"Untreated","significant","positive","TMEM43"
"632",544,"Selplg",5.86260689593381e-13,0.796618900805915,0.488,0.347,8.87598684044378e-09,"Untreated","significant","positive","SELPLG"
"633",451,"Myo18a",6.443175640356e-16,0.796080894074882,0.529,0.367,9.75496791949899e-12,"Untreated","significant","positive","MYO18A"
"634",150,"Prex1",8.06996765423382e-35,0.793938357496987,0.837,0.756,1.221793102851e-30,"Untreated","significant","positive","PREX1"
"635",1206,"Mllt6",5.0507327183385e-19,-0.793441523535265,0.233,0.359,7.64680933556449e-15,"NP-","significant","negative","MLLT6"
"636",126,"Clec4a1",2.82923216967566e-38,-0.793354481916813,0.696,0.839,4.28345750488895e-34,"Untreated","significant","negative","ZNF705A"
"637",1261,"Nisch",8.08295504962851e-10,-0.793023543800998,0.339,0.405,1.22375939451376e-05,"NP-","significant","negative","NISCH"
"638",835,"Rfx1",1.1039505014316e-07,0.792868913984914,0.263,0.169,0.00167138105916745,"Untreated","significant","positive","RFX1"
"639",874,"Cox7a2",3.29085696610475e-07,-0.792490396577969,0.149,0.254,0.00498235744668259,"Untreated","significant","negative","COX7A2P2"
"640",882,"Slc7a6os",4.29870463110332e-07,0.791963721935587,0.255,0.166,0.00650823881149043,"Untreated","significant","positive","SLC7A6OS"
"641",757,"Fnbp1",7.20928987101536e-09,0.791748524399237,0.582,0.485,0.000109148648647173,"Untreated","significant","positive","FNBP1"
"642",1566,"Dock1",2.11622922885676e-18,-0.791529949835832,0.29,0.39,3.20397105248914e-14,"NP+","significant","negative","DOCK1"
"643",645,"Cxcr4",1.00490432459984e-10,-0.791444804818754,0.397,0.524,1.52142514744416e-06,"Untreated","significant","negative","CXCR4"
"644",1522,"S100a6",4.69787976205793e-23,-0.791394790470396,0.368,0.48,7.1125899597557e-19,"NP+","significant","negative","S100A6"
"645",687,"Fyn",6.31304443530241e-10,-0.791053048234301,0.327,0.46,9.55794927504784e-06,"Untreated","significant","negative","FYN"
"646",356,"Zfp703",3.30410433359002e-19,0.790855242872373,0.631,0.452,5.0024139610553e-15,"Untreated","significant","positive","ZNF703"
"647",446,"Tifa",5.28064108703596e-16,-0.790787664580932,0.346,0.533,7.99489060577244e-12,"Untreated","significant","negative","TIFA"
"648",521,"Gabarapl2",9.86076592085463e-14,0.790729721547134,0.442,0.287,1.49291996041739e-09,"Untreated","significant","positive","GABARAPL2"
"649",749,"Trpv2",6.29874585287121e-09,0.790538325901929,0.344,0.234,9.53630122124701e-05,"Untreated","significant","positive","TRPV2"
"650",804,"Spata5",3.30778912728882e-08,0.789491356629134,0.261,0.162,0.000500799273871528,"Untreated","significant","positive",NA
"651",436,"Dtx3l",1.97635490949561e-16,-0.789132361798244,0.357,0.547,2.99220133297636e-12,"Untreated","significant","negative","DTX3L"
"652",725,"Zrsr2",2.69097281716507e-09,0.788931746437939,0.342,0.229,4.07413284518792e-05,"Untreated","significant","positive","ZRSR2P1"
"653",74,"Lamp1",7.66080221391287e-50,-0.788088458869234,0.662,0.901,1.15984545518641e-45,"Untreated","significant","negative","LAMP1"
"654",733,"Kif21b",3.96748699745725e-09,0.787590014016566,0.372,0.259,6.00677531415027e-05,"Untreated","significant","positive","KIF21B"
"655",659,"Dnajb14",1.99068272823314e-10,0.787563614480606,0.352,0.229,3.01389365054498e-06,"Untreated","significant","positive","DNAJB14"
"656",1458,"Bcl2a1b",3.12065752140339e-34,0.78738781707019,0.419,0.254,4.72467548740474e-30,"NP+","significant","positive","BCL2A1"
"657",528,"Fam120a",1.68910810595836e-13,-0.787360958732207,0.253,0.428,2.55730967242096e-09,"Untreated","significant","negative","FAM120A"
"658",337,"Acsl5",2.02460114963038e-20,-0.787181194003986,0.372,0.591,3.0652461405404e-16,"Untreated","significant","negative","ACSL5"
"659",599,"Slbp",9.91518443096615e-12,0.786859934343586,0.435,0.298,1.50115892284828e-07,"Untreated","significant","positive","SLBP"
"660",1248,"Sh2d3c",9.43367034341854e-12,-0.78685266760534,0.171,0.257,1.42825768999357e-07,"NP-","significant","negative","SH2D3C"
"661",485,"Tut7",6.47554039894588e-15,0.786695032923306,0.628,0.506,9.80396816400406e-11,"Untreated","significant","positive","TUT7"
"662",751,"Itpripl1",6.31846965348533e-09,0.786529541961374,0.399,0.29,9.5661630553768e-05,"Untreated","significant","positive","ITPRIPL1"
"663",814,"Tsen34",4.85101264963698e-08,0.78523273254592,0.306,0.204,0.000734443315155039,"Untreated","significant","positive","TSEN34"
"664",1408,"Cxcr4",2.10574772519366e-48,0.784686093062199,0.607,0.412,3.1881020559432e-44,"NP+","significant","positive","CXCR4"
"665",361,"H2-M3",5.30742486702108e-19,-0.784410429027386,0.327,0.554,8.03544124866992e-15,"Untreated","significant","negative","HLA-G"
"666",1559,"Plec",9.55641026950875e-19,-0.783719713353759,0.414,0.498,1.44684051480362e-14,"NP+","significant","negative","PLEC"
"667",1197,"Isg15",2.87889742342393e-22,0.783389388972446,0.424,0.289,4.35865069906382e-18,"NP-","significant","positive","ISG15"
"668",1609,"Uap1l1",1.25412055088854e-14,0.783131285827572,0.292,0.205,1.89873851404525e-10,"NP+","significant","positive","UAP1L1"
"669",1140,"Arpc4",7.56565785641878e-94,0.782684948020516,0.828,0.55,1.1454405994618e-89,"NP-","significant","positive","ARPC4"
"670",1374,"Cndp2",1.65779164376237e-65,0.781960709293898,0.7,0.479,2.50989654865623e-61,"NP+","significant","positive","CNDP2"
"671",550,"Ifi203",8.57563200860958e-13,-0.781880618234463,0.306,0.472,1.29835068610349e-08,"Untreated","significant","negative","IFI16"
"672",802,"Stx3",3.03820515343632e-08,-0.781632572201263,0.174,0.295,0.000459984260230259,"Untreated","significant","negative","STX3"
"673",867,"Casp7",2.50330177864591e-07,-0.779815428263096,0.174,0.284,0.00378999889286991,"Untreated","significant","negative","CASP7"
"674",1481,"Runx2",4.47589938170968e-29,0.777619841421181,0.342,0.199,6.77651166390845e-25,"NP+","significant","positive","RUNX2"
"675",703,"Mefv",1.29692205921723e-09,0.777173398071228,0.369,0.254,1.96353999765488e-05,"Untreated","significant","positive","MEFV"
"676",125,"Itgal",2.37431534049376e-38,-0.77628273692317,0.881,0.868,3.59471342550756e-34,"Untreated","significant","negative","ITGAL"
"677",342,"Slc11a1",5.19400612966121e-20,-0.776199328065465,0.554,0.705,7.86372528030707e-16,"Untreated","significant","negative","SLC11A1"
"678",106,"Tap1",7.84381120128977e-42,-0.775826140743068,0.686,0.894,1.18755301587527e-37,"Untreated","significant","negative","TAP1"
"679",1160,"S100a11",5.66076025631883e-44,0.774332135235422,0.686,0.513,8.57039102806671e-40,"NP-","significant","positive","S100A11"
"680",866,"Slc31a2",2.27465509637211e-07,-0.774136055495741,0.183,0.293,0.00344382781590737,"Untreated","significant","negative","SLC31A2"
"681",319,"Tns3",2.00636023435651e-21,-0.772465471702559,0.478,0.672,3.03762939481575e-17,"Untreated","significant","negative","TNS3"
"682",760,"Cstb",7.54172501383672e-09,-0.772275507448165,0.488,0.598,0.000114181716709488,"Untreated","significant","negative","CSTB"
"683",887,"Slc39a11",4.72650775415782e-07,0.771442149798121,0.265,0.175,0.00715593273979494,"Untreated","significant","positive","SLC39A11"
"684",1385,"Rap1gap2",3.57673639838077e-60,0.770894109702495,0.661,0.441,5.41517890714849e-56,"NP+","significant","positive","RAP1GAP2"
"685",787,"Tmem243",1.71322084677496e-08,-0.770622757658752,0.217,0.339,0.000259381636201728,"Untreated","significant","negative","TMEM243"
"686",278,"Trf",1.01228526696131e-23,0.770308795948867,0.73,0.516,1.53259989417942e-19,"Untreated","significant","positive","TF"
"687",637,"Cib1",6.93285571794363e-11,-0.769926039124474,0.225,0.377,1.04963435569667e-06,"Untreated","significant","negative","CIB1"
"688",740,"Dck",5.37457036175369e-09,0.769471631502199,0.251,0.148,8.13709952769508e-05,"Untreated","significant","positive","DCK"
"689",840,"Crtc3",1.19647227565322e-07,0.768648577505853,0.265,0.171,0.00181145902533898,"Untreated","significant","positive","CRTC3"
"690",873,"Zfyve27",3.09116188892723e-07,0.76862414926875,0.265,0.173,0.00468001909983583,"Untreated","significant","positive","ZFYVE27"
"691",834,"Tent2",1.07309488567816e-07,-0.768392072960937,0.17,0.283,0.00162466565691673,"Untreated","significant","negative","TENT2"
